,prediction
644,1.8483333333333298
645,1.4709999999999988
646,1.6546666666666643
647,1.2796666666666672
648,1.150749999999999
649,1.341333333333334
650,1.535083333333335
651,0.799083333333334
652,0.936166666666667
653,1.5615833333333349
654,2.6582500000000002
655,1.6664166666666662
656,1.4238333333333328
657,1.7715000000000003
658,1.5052499999999989
659,1.7060833333333327
660,1.1012499999999983
661,1.3977499999999987
662,1.5600000000000018
663,2.224916666666668
664,2.2499166666666683
665,1.1139999999999997
666,1.1945833333333333
667,1.8810000000000022
668,1.1317499999999998
669,1.169333333333335
670,1.357083333333335
671,1.1357500000000007
672,1.7404166666666658
673,1.294416666666667
674,1.0769166666666663
675,1.7114166666666657
676,1.0235833333333333
677,1.4180000000000013
678,1.481249999999999
679,1.509166666666665
680,1.4338333333333324
681,1.409999999999998
682,1.6339999999999975
683,1.6448333333333354
684,1.1507500000000006
685,1.393833333333332
686,0.9583333333333343
687,0.8037499999999995
688,1.0178333333333345
689,1.9639166666666652
690,1.8452499999999996
691,1.9512500000000013
692,1.302499999999999
693,1.4683333333333326
694,1.388333333333331
695,1.27625
696,1.4303333333333328
697,1.2146666666666663
698,1.1784166666666678
699,1.0250833333333333
700,1.6099166666666627
701,1.6847499999999997
702,0.9563333333333347
703,1.404000000000003
704,1.159750000000001
705,1.5004999999999986
706,0.9847499999999998
707,2.0094999999999996
708,1.3316666666666641
709,1.5374166666666675
710,1.179000000000001
711,0.9536666666666681
712,1.068999999999999
713,1.3885833333333335
714,1.7390000000000014
715,1.9855833333333335
716,0.947916666666666
717,1.2967499999999996
718,1.455416666666667
719,1.2099999999999986
720,1.0665833333333337
721,1.1609166666666684
722,1.3541666666666672
723,0.8249166666666672
724,0.6863333333333351
725,1.3960833333333365
726,1.1337500000000003
727,1.2188333333333339
728,1.8672500000000016
729,1.3706666666666658
730,1.7439166666666668
731,1.661666666666666
732,1.382333333333336
733,1.4532500000000002
734,1.4912499999999989
735,0.9275000000000015
736,1.5105833333333332
737,1.8869166666666646
738,1.208416666666667
739,1.4005833333333355
740,1.5504166666666648
741,2.455083333333329
742,1.4076666666666646
743,1.12175
744,1.5673333333333306
745,1.8995833333333294
746,1.5760833333333357
747,1.6992499999999986
748,1.5272499999999984
749,1.7011666666666687
750,1.6609166666666664
751,1.0915000000000004
752,1.1809166666666675
753,1.3592499999999998
754,1.1695833333333345
755,0.8485833333333325
756,0.7551666666666677
757,1.5847500000000032
758,1.1789999999999998
759,1.1971666666666654
760,1.2431666666666672
761,1.3317499999999995
762,1.8590000000000004
763,1.5256666666666665
764,1.4039999999999988
765,1.1952500000000024
766,1.6654166666666665
767,1.128
768,1.0720000000000014
769,1.6256666666666666
770,1.4857500000000006
771,1.2030833333333333
772,1.5686666666666662
773,1.6730833333333346
774,1.1033333333333308
775,1.0659166666666655
776,0.779750000000001
777,1.5053333333333327
778,1.1975833333333339
779,1.1246666666666674
780,1.3024166666666666
781,1.071333333333332
782,1.2404999999999997
783,1.3563333333333343
784,1.289749999999999
785,1.3292500000000016
786,1.0285833333333352
787,0.8670000000000008
788,1.4836666666666658
789,1.5771666666666675
790,1.2947499999999996
791,1.1794999999999987
792,1.0467499999999996
793,1.1949166666666664
794,1.1246666666666678
795,1.295416666666666
796,1.1584999999999996
797,1.0984166666666673
798,1.1599166666666685
799,1.128
800,1.23775
801,1.030166666666669
802,0.9093333333333329
803,1.3312500000000005
804,1.0662500000000013
805,1.9893333333333318
806,1.5258333333333332
807,1.7234166666666633
808,1.3620833333333355
809,1.386916666666669
810,1.4614166666666655
811,1.0500833333333317
812,1.4077500000000003
813,1.7218333333333333
814,1.6156666666666637
815,1.3782500000000006
816,1.5404166666666668
817,1.6262500000000015
818,1.3916666666666646
819,0.8053333333333336
820,1.0310000000000004
821,1.1600000000000001
822,1.3570833333333354
823,1.3611666666666689
824,1.4874999999999996
825,1.3920833333333327
826,1.4847500000000002
827,1.4418333333333317
828,1.0931666666666675
829,1.702249999999997
830,2.156416666666669
831,1.0327500000000014
832,1.01725
833,1.0242499999999986
834,1.286
835,1.03475
836,0.6115000000000007
837,0.9369166666666657
838,1.0049999999999992
839,1.7099166666666648
840,1.7507500000000011
841,1.079333333333333
842,1.2375833333333337
843,1.319416666666667
844,1.4350833333333322
845,2.030749999999998
846,1.2650833333333331
847,1.7612499999999984
848,1.3881666666666672
849,1.9689166666666629
850,1.0664166666666641
851,0.8437499999999994
852,1.5260000000000005
853,1.2258333333333324
854,1.7094166666666675
855,1.368749999999999
856,0.9905833333333349
857,0.9931666666666651
858,0.8374166666666659
859,1.6668333333333334
860,1.1822499999999985
861,1.8324166666666655
862,1.5675833333333322
863,1.594250000000002
864,1.3712499999999999
865,1.074749999999999
866,1.1814166666666666
867,1.152083333333332
868,1.836833333333332
869,0.9934999999999995
870,0.8473333333333322
871,1.092333333333333
872,0.9332499999999989
873,1.6026666666666691
874,1.308583333333332
875,1.121583333333332
876,1.280000000000001
877,1.617999999999999
878,1.1450833333333352
879,1.3045000000000002
880,1.3734166666666645
881,1.5169999999999988
882,1.3976666666666693
883,1.468666666666667
884,1.5433333333333323
885,1.1855833333333337
886,1.251416666666667
887,1.5301666666666685
888,1.190916666666666
889,1.169000000000001
890,0.9725000000000011
891,1.7845833333333339
892,1.4135833333333319
893,1.4909999999999994
894,1.7578333333333314
895,1.8199999999999983
896,1.6537500000000012
897,1.0154166666666675
898,1.0063333333333342
899,1.294083333333334
900,1.0190833333333331
901,1.6105000000000023
902,1.000583333333333
903,1.1439166666666671
904,1.1385833333333337
905,1.1792499999999986
906,1.1209166666666683
907,1.0694999999999995
908,2.404749999999998
909,1.065500000000001
910,1.5978333333333323
911,0.9635833333333322
